Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557052612305,35.25069620600811,26.767993469907726,28.90878995513679,855215656
1,2007-10-08,30.727670669555664,33.480122790770764,30.534515292099577,33.480122790770764,126671715
2,2007-10-09,32.82017135620117,33.109902182328575,29.085850801739035,30.74375909726689,116725709
3,2007-10-10,33.126007080078125,33.8020487537738,32.83627618174463,33.67327776759036,67931378
4,2007-10-11,36.82813262939453,38.630908841057305,32.8362738248115,38.630908841057305,106320954
5,2007-10-12,36.58668518066406,37.95486273117044,35.73358711068223,36.05551124021314,99410791
6,2007-10-15,37.06958770751953,37.568572947966565,36.747663436151406,37.34322421145792,41814972
7,2007-10-16,40.852176666259766,41.49602924077963,36.86031864903732,37.117856185745175,138614496
8,2007-10-17,44.03923416137695,45.06938880023695,34.156159031125945,36.69936107341818,204876259
9,2007-10-18,42.49401092529297,48.111590991993836,40.67513973502415,44.74748073853365,146617799
10,2007-10-19,42.349117279052734,44.071411703879576,40.24051227368329,41.528208386993214,110266491
11,2007-10-22,41.7857666015625,43.089557680577606,40.40149011755646,41.49603573582313,72253405
12,2007-10-23,44.76356887817383,45.1659741058401,42.81592495644339,42.81592495644339,74594921
13,2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
14,2007-10-25,43.97484588623047,45.00500485164343,38.84015425191117,42.5744750435638,34522489
15,2007-10-26,45.29473876953125,46.019068113191636,43.54025039055912,44.74746596332643,62370025
16,2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
17,2007-10-30,47.24238204956055,48.513979820564494,45.45570039958244,46.839976862589225,79921711
18,2007-10-31,48.22425079345703,49.28660314729394,47.322864886906835,47.48382696781765,44655368
19,2007-11-01,47.14580535888672,49.785585309688344,46.75949897321215,49.41537338602588,50632492
20,2007-11-02,47.99889373779297,48.28862892585344,45.0693835043631,45.43959971880145,32001693
21,2007-11-05,48.98076629638672,50.059212954323584,47.67697101152265,47.96670620796483,38833135
22,2007-11-06,49.62460708618164,52.763366735148516,48.94856567312924,49.833856856171174,81880281
23,2007-11-07,48.90027618408203,51.25032003921169,47.80573527027335,50.54208973798228,33593141
24,2007-11-08,48.063289642333984,49.36708514275912,47.00094163432177,47.64478997042032,27990521
25,2007-11-12,49.22220230102539,50.091399032552204,45.343014655655324,46.614616472819606,35153735
26,2007-11-13,50.39723587036133,51.41129604615054,48.46569101500069,50.05921726722347,43830531
27,2007-11-14,49.7372932434082,51.990762246708975,49.47975130891987,51.28252738483562,36738579
28,2007-11-15,50.57429885864258,51.459590287268675,49.62462085229335,50.67087435885146,29242252
29,2007-11-16,50.220184326171875,51.363013399211226,49.64071819218804,50.348953122709595,18895294
30,2007-11-19,52.039039611816406,53.92229634780653,50.9766918973475,51.36299817243857,40716718
31,2007-11-20,51.23423385620117,53.2784528089781,50.60648010098517,51.82979432744132,26342171
32,2007-11-21,47.24238204956055,51.8458956419622,46.099548698736555,51.54007031968943,26814499
33,2007-11-22,45.616668701171875,48.64275961336655,43.636835784295464,46.743403378493966,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.0290641784668,50.445529703313106,48.64275778062298,50.445529703313106,20159123
36,2007-11-27,47.82184982299805,49.866069304736214,47.322869074569425,49.866069304736214,20573198
37,2007-11-28,47.113616943359375,49.0934542945035,46.79169273879954,48.868105604761034,16435311
38,2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
39,2007-11-30,47.61259078979492,47.902321631919094,46.0351634347852,46.67901169122798,18437721
40,2007-12-03,48.288639068603516,48.88419966216892,47.82184727101483,48.19205919683893,16851227
41,2007-12-04,47.66086959838867,49.012952429926166,47.306752250474126,48.610547345108415,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.43347930908203,49.64069438460009,47.56428707453341,48.94855861457786,11742386
45,2007-12-10,48.48178482055664,49.077340929508885,47.854031061032444,48.900284415989326,8330010
46,2007-12-11,48.256446838378906,49.19002608769424,48.01500370322618,48.916389661245915,11685950
47,2007-12-12,48.22425079345703,48.65884928519141,47.322864886906835,47.64478904872846,16342131
48,2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
49,2007-12-14,46.9526481628418,47.693076347841625,46.711205043763215,47.25847786022501,10991851
50,2007-12-17,44.11970520019531,47.483813482371886,43.45975823606097,47.22627160623117,19355678
51,2007-12-18,43.92655563354492,45.39130859899052,42.55837815530719,43.62072598009463,21607783
52,2007-12-19,43.12175369262695,45.7293403817135,42.75154176489192,45.343029625413244,19526912
53,2007-12-20,42.68716049194336,44.0392439407628,42.49400508977249,43.68512643117898,17105204
54,2007-12-24,43.99095153808594,44.68308765362374,42.97688687532872,43.33100434753155,16711519
55,2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
56,2007-12-27,45.64883804321289,46.904340865943006,45.262527467123306,46.260492816709714,44565277
57,2007-12-28,46.00298309326172,46.196138497820776,45.06939936562239,45.5522856938317,18354518
58,2007-12-31,46.340972900390625,46.61460918914251,45.777605868525995,46.35707172112541,11982308
59,2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
60,2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
61,2008-01-03,48.86809539794922,49.06125075361711,46.08345248339512,46.64681972370739,31815218
62,2008-01-04,48.610572814941406,50.22019399758415,48.28864857841286,49.57634552452705,28011310
63,2008-01-07,48.20816421508789,49.31880013516213,47.693084598670445,48.30473973287639,15858063
64,2008-01-08,46.56634521484375,48.932488829004434,46.00297789558532,48.256447172619076,13282666
65,2008-01-09,45.82591247558594,46.82387821641032,45.713238149522965,46.61462839165095,13113527
66,2008-01-10,44.73136901855469,47.32286092402945,44.42553934388435,46.035164384576305,18023003
67,2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
68,2008-01-14,46.09955978393555,46.58244612441702,44.76357511521216,45.48790462593437,10264240
69,2008-01-15,44.69917678833008,47.03312682125555,44.32896489776186,46.83997582887257,11558334
70,2008-01-16,43.78169631958008,44.74746883987775,42.671060541063376,44.377256913705516,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.86419677734375,44.6347789405674,42.49398065011589,44.586486843016566,13254156
73,2008-01-21,35.57262420654297,42.49399282814056,30.9852032857848,42.49399282814056,33202389
74,2008-01-22,31.999271392822266,33.8020476764268,25.415920156765676,32.063655792267845,58755707
75,2008-01-23,35.57262420654297,36.94080172476575,32.51434504816264,32.51434504816264,28425991
76,2008-01-24,35.65310287475586,38.18020793778027,33.96300134657952,37.48807199475449,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.89047622680664,38.180207037242404,33.963000545510845,36.972991688447586,13601109
79,2008-01-29,37.262725830078125,38.53432785770337,36.699358616943584,37.987055104108244,7679877
80,2008-01-30,35.20241928100586,37.50417633343792,34.73562746560564,37.343214240731115,9016102
81,2008-01-31,32.90066146850586,35.6692104560919,32.51435286593735,35.57263275965272,41538563
82,2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
83,2008-02-04,35.797977447509766,36.216479322068366,34.687339452741696,34.687339452741696,12009385
84,2008-02-05,36.90861511230469,37.39150138251176,35.08974436779992,35.86236152685602,14593303
85,2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
86,2008-02-07,34.864402770996094,37.327124404568195,34.63905624991333,36.08771526383043,11300078
87,2008-02-08,33.9630012512207,35.37946641663072,33.33524751025345,35.089735600174706,13514197
88,2008-02-11,31.56467056274414,34.44589351286467,31.226649761441898,34.44589351286467,15133331
89,2008-02-12,31.001300811767578,32.72359578646305,30.743761070244737,32.51434597451885,10237627
90,2008-02-13,30.550609588623047,31.950978326358264,29.92285793493569,31.548573140252536,10395753
91,2008-02-14,33.22258377075195,33.560604597393144,31.226652102275608,31.226652102275608,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.979103088378906,34.94487778039241,33.68937220900645,34.94487778039241,6977153
94,2008-02-19,33.608890533447266,34.671240709779326,33.35135076597465,34.590759668893384,7226542
95,2008-02-20,32.771881103515625,33.303057190378766,32.401669253461456,33.28696054837911,5604999
96,2008-02-21,32.99722671508789,33.56059385137171,32.5948216177423,33.30305415243306,3874365
97,2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
98,2008-02-25,32.85236358642578,33.25476873831487,32.0636499253607,32.965037902229795,6270186
99,2008-02-26,32.98112869262695,33.4479181493516,32.82016666043313,33.15818736467762,7139423
100,2008-02-27,34.91267776489258,36.63497043061831,33.46401928071084,33.46401928071084,43223132
101,2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
102,2008-02-29,35.37946319580078,36.37742868729784,34.80000161564102,35.66919616906799,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.02942657470703,34.25273883178418,32.192425060108526,34.123970039749935,11485198
105,2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
106,2008-03-07,31.91878890991211,33.158197821958616,30.582802311453616,33.158197821958616,14251925
107,2008-03-10,31.80554962158203,32.032038295854164,29.977459800505983,31.967327559526943,11713659
108,2008-03-11,34.42634963989258,34.74990548331908,30.802524632366435,31.546701316844597,19665129
109,2008-03-12,33.55274200439453,35.591143813517725,33.22918623133538,35.36465521122693,12262350
110,2008-03-13,28.942073822021484,33.00270193707412,28.149362513400096,32.679146121779404,47000084
111,2008-03-14,30.93194580078125,31.061367259231822,29.152388678691743,29.75096566684249,35798540
112,2008-03-17,29.718599319458008,30.34953251288891,29.087666126027102,30.34953251288891,19211273
113,2008-03-18,29.977449417114258,30.559850230838528,29.18473604035605,29.670069686084116,12632937
114,2008-03-19,30.155393600463867,33.58508202404612,29.96125934124604,31.384903261336472,16449023
