Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410477042198181,0.8452738452255035,0.7640337379203692,0.7879833415971951,535796800
2000-01-04,0.7701389789581299,0.8311859925057475,0.7602772473897574,0.8133416112650513,512377600
2000-01-05,0.7814083099365234,0.8307161497926744,0.7738952449989079,0.7795300311625384,778321600
2000-01-06,0.713786780834198,0.8039495127008364,0.713786780834198,0.7973755595969272,767972800
2000-01-07,0.7475979924201965,0.7588684699341154,0.7175440712136556,0.7250571377090287,460734400
2000-01-10,0.734449028968811,0.7682594966742868,0.7119081821431097,0.7663812181679382,505064000
2000-01-11,0.6968814730644226,0.7466589074428466,0.6799762577084082,0.7208310757139531,441548800
2000-01-12,0.6550875902175903,0.7175441540242403,0.6499214817698462,0.7137867425720581,976068800
2000-01-13,0.7269353270530701,0.7419623119156469,0.6950031284252991,0.7099122913658482,1032684800
2000-01-14,0.7546413540840149,0.7682595896593242,0.7466587070846046,0.7513543788396504,390376000
2000-01-18,0.780938982963562,0.7964363543667254,0.7546415684714227,0.7588685118958032,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527879118919373,0.9128957696114062,0.8527879118919373,0.8678148512426307,1831132800
2000-01-21,0.8363519310951233,0.8584224502837784,0.8278988977184436,0.8584224502837784,495924800
2000-01-24,0.79831463098526,0.8471520485811874,0.7898615466979472,0.8147502641966269,440876800
2000-01-25,0.8433952927589417,0.8499701464054453,0.769199592666498,0.7889222475896334,497145600
2000-01-26,0.8278990983963013,0.8579530759334865,0.8246121718831729,0.8264904012740049,367158400
2000-01-27,0.8264901041984558,0.8490310055951233,0.8039492529601152,0.8175674895530952,340144000
2000-01-28,0.7635642290115356,0.8330643323492378,0.7560511611739962,0.8128721380580749,423348800
2000-01-31,0.7795302271842957,0.780469391886614,0.7100301833542677,0.7588685034166178,701680000
2000-02-01,0.7532325983047485,0.7889222010959372,0.7513543697521058,0.7814082837189119,318035200
2000-02-02,0.7424318790435791,0.7673205933819264,0.7288135912155183,0.756990133995379,464195200
2000-02-03,0.7762432098388672,0.7832875461771943,0.7532327243319539,0.7537023066278441,475193600
2000-02-04,0.8114634156227112,0.8264903533618376,0.7785911930546897,0.7809390548946402,425320000
2000-02-07,0.8570137619972229,0.8584225090328048,0.7959667530052622,0.8114633215050175,441067200
2000-02-08,0.8631189465522766,0.8725101912303496,0.8358823707792796,0.8565440921743329,408643200
2000-02-09,0.8462128639221191,0.880024197107524,0.8448042172074587,0.8574833417561449,299364800
2000-02-10,0.8527879118919373,0.8556053062753561,0.8264904419989645,0.8480921877084424,302982400
2000-02-11,0.8170980215072632,0.8574832525106428,0.813341463464691,0.8537266944680707,212251200
2000-02-14,0.8701627254486084,0.8706323079322327,0.8161591849229235,0.8213244417677378,367539200
2000-02-15,0.8941120505332947,0.9011563874469644,0.8654668259277702,0.8659364082620133,485744000
2000-02-16,0.8574831485748291,0.8875379165556837,0.8424562160093261,0.8847197209112184,378246400
2000-02-17,0.8631189465522766,0.8678145688913131,0.8499702409630143,0.8654667577217948,289497600
2000-02-18,0.8358823657035828,0.8668753990329461,0.8330641195623101,0.8612406121336531,233441600
2000-02-22,0.8551356792449951,0.8786157033721297,0.801601677666567,0.827429563763049,422296000
2000-02-23,0.873449444770813,0.8941120711199664,0.8340033239861085,0.850791620117707,473099200
2000-02-24,0.8655837774276733,0.8950511968601172,0.8396389276465603,0.8814329081794546,376432000
2000-02-25,0.829307496547699,0.8790849713940009,0.8274292678339812,0.8626492914282844,249144000
2000-02-28,0.8509092330932617,0.8640579375676614,0.814280563056261,0.8274292675306606,328328000
2000-02-29,0.861240565776825,0.8809632217127226,0.8457432474130012,0.8532570653020302,368961600
2000-03-01,0.9791088700294495,0.9922575794755057,0.8903556831687214,0.8908252656036959,1077003200
2000-03-02,0.9166532158851624,0.9612646562309325,0.9067914819426671,0.9542211194650747,311259200
2000-03-03,0.9617337584495544,0.9634951184494938,0.9016259189391558,0.9382537402113854,323366400
2000-03-06,0.944359302520752,0.9701871399149655,0.939193193331753,0.9467071144641153,210560000
2000-03-07,0.9232266545295715,0.9575075618270849,0.9100779507944272,0.9499936442308798,273011200
2000-03-08,0.9166532158851624,0.9312106744437976,0.890825376220883,0.9232271701577357,271230400
2000-03-09,0.9185311198234558,0.9391928402613172,0.8884771519760092,0.9081998081795647,276718400
2000-03-10,0.9448285102844238,0.9612641905370659,0.9091388536511491,0.9143049607914375,248606400
2000-03-13,0.9114869832992554,0.9504635244954057,0.897868693062852,0.9175921561167789,303956800
2000-03-14,0.8584225177764893,0.9335582016896559,0.8565441883765812,0.9107825047073699,428579200
2000-03-15,0.873449444770813,0.9035042196044328,0.85748334408892,0.8687538219536071,443609600
2000-03-16,0.9133652448654175,0.9166530238465505,0.8603008291739892,0.8814330401116393,378100800
2000-03-17,0.9391929507255554,0.9391929507255555,0.8988076664842569,0.9025651276633131,305043200
2000-03-20,0.9241654276847839,0.9485844958915591,0.9194697076794806,0.9279227861585526,204489600
2000-03-21,1.0138591527938843,1.0274773413782279,0.9138355077979451,0.9208790421478812,524328000
2000-03-22,1.0833592414855957,1.084768791142888,0.9885008932620314,0.9976583013088552,567996800
2000-03-23,1.061758041381836,1.1298493718025364,1.0518963128158876,1.0669232453585222,562564800
2000-03-24,1.0420349836349487,1.0814811104842228,1.0180853775049954,1.0702106308867774,446913600
2000-03-27,1.048609972000122,1.087586525078701,1.0284169204118574,1.0340526128858982,279182400
2000-03-28,1.0453225374221802,1.0669234242756642,1.0302946995096132,1.0312338641416487,202966400
2000-03-29,1.0213727951049805,1.0476702036959447,1.0055236668369483,1.0472007217615662,239836800
2000-03-30,0.9448285102844238,1.0345215319168108,0.9424805989554703,1.0035276979414431,414400000
2000-03-31,1.0204342603683472,1.0312342564789931,0.9467072004704621,0.9575080994314502,404633600
2000-04-03,1.0016496181488037,1.0481400797315041,0.9725348082076778,1.01808530249163,328563200
2000-04-04,0.956568717956543,0.999301818784352,0.8772068867167477,0.99648442477064,660329600
2000-04-05,0.9795788526535034,0.9983623429708889,0.9316797585760267,0.9502284076140357,457665600
2000-04-06,0.9406026601791382,1.010572345368756,0.9260444016517184,0.981457533697591,259627200
2000-04-07,0.9899094700813293,0.990848534352333,0.9429502375314356,0.9560989430254,242435200
2000-04-10,0.9391929507255554,0.9974234670172898,0.9373147217193757,0.9894399654951618,212262400
2000-04-11,0.8973992466926575,0.9382540232770576,0.8870679312216352,0.9279236106562906,541822400
2000-04-12,0.820854663848877,0.8941121220868489,0.7879833460795606,0.8941121220868489,941136000
2000-04-13,0.8551356792449951,0.9016261450737256,0.8152199692739432,0.8377608787083457,529827200
2000-04-14,0.8405782580375671,0.8865982879327479,0.8189764636789959,0.8213243256067051,667620800
2000-04-17,0.9307407140731812,0.9312102963758169,0.8194458461569597,0.8227336746503874,409561600
2000-04-18,0.9532812237739563,0.9532812237739564,0.8969290604904122,0.9279229860404361,390924800
2000-04-19,0.9100780487060547,0.9786389678274388,0.8997467369288759,0.9481155176273749,520150400
2000-04-20,0.8931728601455688,0.9373147017767183,0.8795545715779798,0.9293320029577905,722120000
2000-04-24,0.9053823947906494,0.9053823947906494,0.8621797229199439,0.864057951663614,443620800
2000-04-25,0.9640816450119019,0.9673694232977248,0.917122412285455,0.9175919945810532,391641600
2000-04-26,0.9114869832992554,0.9617339028404842,0.9016260543057306,0.9514025889352558,366912000
2000-04-27,0.9523413777351379,0.9542205090398101,0.8759148444307181,0.8804934965238126,326603200
2000-04-28,0.9321494698524475,0.9579774023727604,0.9114869432661815,0.9551600085435921,249580800
2000-05-01,0.9340276718139648,0.9401328435301577,0.915713761731974,0.9382537118226416,226195200
2000-05-02,0.8856586217880249,0.9485847367265662,0.8828412291961809,0.9260438906090811,236432000
2000-05-03,0.8645276427268982,0.9110172959871012,0.8386998123638185,0.8936424490425484,489798400
2000-05-04,0.8316554427146912,0.865936355457383,0.8307162781034749,0.8649971908461668,399515200
2000-05-05,0.849970281124115,0.862179822695806,0.8318902583429543,0.8325945816637565,284076800
2000-05-08,0.8274293541908264,0.8541962980421344,0.8264901895776221,0.8422214977987885,184900800
2000-05-09,0.7922093868255615,0.8358824506586364,0.7879832962215724,0.8288381136269417,327140800
2000-05-10,0.7461894154548645,0.7889225178729442,0.7419624715851981,0.7818781798847194,535091200
2000-05-11,0.772486686706543,0.7832875815835546,0.7438414631457737,0.7616858419878648,499744000
2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
2000-05-15,0.7588686347007751,0.8119330044703376,0.752293828588725,0.8119330044703376,678932800
2000-05-16,0.7940874695777893,0.8194457123115,0.7720170046421602,0.7852826774456843,440451200
2000-05-17,0.7616857886314392,0.7790605839393018,0.7541718701839292,0.7785910016550799,398092800
2000-05-18,0.7569901347160339,0.7884527504257741,0.7560509701246976,0.7738953481517434,373777600
2000-05-19,0.7062734365463257,0.7457195445247813,0.7015769124038,0.7457195445247813,740667200
2000-05-22,0.6757492423057556,0.7043953174496612,0.6461648552555951,0.7043953174496612,755507200
2000-05-23,0.644756019115448,0.7015769195942229,0.6433473226815171,0.6799760381963919,517585600
2000-05-24,0.6588438749313354,0.6743403893082817,0.623623853777043,0.6475734501049654,678462400
2000-05-25,0.6556740403175354,0.6961770978062658,0.6461649225362879,0.6649492697749233,406750400
2000-05-26,0.6489822864532471,0.6752796992559356,0.6405301055309657,0.661191828202115,181148800
