Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2000-01-03,13.29730224609375,13.29730224609375,12.54711601055155,12.54711601055155,62409578
2000-01-04,14.361824035644531,14.361824035644531,13.276167906277324,13.651260294104846,132872110
2000-01-05,14.924468040466309,15.209750301059817,13.558812678019702,13.558812678019702,375789847
2000-01-06,15.550498962402344,15.885970349954166,15.267859859135726,15.267859859135726,219621124
2000-01-07,16.617666244506836,16.794647850166612,15.479180445994958,15.584840790159783,278281260
2000-01-10,16.29804039001465,16.836905878143874,16.12898529768421,16.76822773196955,187897934
2000-01-11,15.241440773010254,16.42747369345137,14.99578108190675,16.268983934328087,175675797
2000-01-12,15.938799858093262,16.11313835314795,14.905974489351006,15.267859903359035,169586471
2000-01-13,16.47502326965332,16.715401054629716,16.065591775443085,16.165968738259764,239139851
2000-01-14,16.71012306213379,16.992763659787215,16.35087922815794,16.35087922815794,188507616
2000-01-17,16.311248779296875,17.05879179989897,16.221437159206943,16.813133509092054,150255809
2000-01-18,16.59917640686035,16.850119556114407,16.142197343651016,16.324460914148943,141210936
2000-01-19,16.88445472717285,17.164453525169588,16.70483288338544,17.05615151753996,160790093
2000-01-20,16.527851104736328,17.164451843462764,16.40634209780075,16.90558513546003,216069957
2000-01-21,17.241060256958008,17.349362286740973,16.48295028194683,16.519931049826912,239994540
2000-01-24,17.230493545532227,17.531624445595057,17.011249229700585,17.196153054264805,184344232
2000-01-25,16.902944564819336,17.185585038217972,16.813134351386267,17.172376616274732,136584272
2000-01-26,16.902944564819336,16.902944564819336,16.902944564819336,16.902944564819336,0
2000-01-27,17.69539451599121,17.793128369609573,17.048227009851708,17.381055246952965,210269961
2000-01-28,17.875019073486328,18.0625660045478,17.518417006015348,17.74558638901804,164331247
2000-01-31,17.336149215698242,17.750865428592324,17.25162096253592,17.66897885973584,142723553
2000-02-01,17.647851943969727,17.827473828753686,17.328230628234202,17.47615370325831,149956451
2000-02-02,17.970108032226562,18.326711418703525,17.885581191442782,18.11539078885376,139355731
2000-02-03,18.049352645874023,18.14708931769139,17.771995558103065,18.067844435471116,94831223
2000-02-04,18.18143081665039,18.3504859294078,18.051998150290718,18.173507174064618,99528064
2000-02-07,18.152372360229492,18.4614282660591,17.85916656071642,18.020298019018355,114747088
2000-02-08,18.088977813720703,18.32671247767156,18.017656567841723,18.252749547372296,90057597
2000-02-09,18.51162338256836,18.736149693502814,18.215774392653284,18.437660429511272,160165902
2000-02-10,18.79425621032715,19.21953775544794,18.221051631186022,18.42708889846425,151143675
2000-02-11,19.19312858581543,19.75840970752972,19.02143174783026,19.23011076754384,114214724
2000-02-14,18.60143280029297,19.06633692411255,18.490489081202693,18.96595994548639,71806185
2000-02-15,18.191999435424805,18.722939989804935,18.070490399090886,18.596147583763514,113776526
2000-02-16,18.392751693725586,18.691240910505826,18.125961283572277,18.490486976108812,110304203
2000-02-17,18.730867385864258,18.849734752203734,18.358415175741943,18.368980505321254,107425289
2000-02-18,18.4614315032959,18.910486882237375,18.38482828729159,18.85501432271469,70451511
2000-02-21,18.26067352294922,18.59614343487114,18.0493528933602,18.405956279397152,41234633
2000-02-22,17.6636962890625,18.331994469320897,17.565961021112038,18.279165014286008,100723088
2000-02-23,17.423320770263672,18.21048773137325,17.29124642080654,18.21048773137325,67665446
2000-02-24,17.79048728942871,17.999164820052407,17.396903152688555,17.587091716087922,79319185
2000-02-25,17.359926223754883,18.115394453180308,17.227851861750278,18.036149553746263,54786600
2000-02-28,17.5976619720459,17.816906300972036,16.37728960125254,17.161814999153233,70386208
2000-02-29,16.422195434570312,18.11275527273982,16.189744091842428,17.8512468065927,139625441
2000-03-01,16.736530303955078,17.425961973412292,15.796158365271078,16.64143671852671,150769883
2000-03-02,15.413139343261719,17.011245395673797,15.39993092222949,16.844830579916476,175562684
2000-03-03,14.182204246520996,15.114652687890134,14.182204246520996,15.114652687890134,64935300
2000-03-06,13.416168212890625,14.995784172561772,13.049000853787414,14.182203147304861,146075956
2000-03-07,12.800699234008789,13.682959814253309,12.679190207319046,13.577299484271721,133888438
2000-03-08,12.30673885345459,13.233903791639774,12.150890756695453,13.043716618580955,101621246
2000-03-09,12.21957015991211,12.805983257313304,11.841836048487485,12.46258822570281,77665531
2000-03-10,11.4561767578125,12.404474494797691,11.337309418313183,12.362210363710428,92389443
2000-03-13,10.735047340393066,12.124475315771274,10.581840928230939,11.617307874891361,150763063
2000-03-14,11.580329895019531,11.596178594711843,10.415428594707551,10.856558967890306,141532996
2000-03-15,12.50749397277832,12.50749397277832,11.411271703817086,11.833911631743783,79982280
2000-03-16,12.407113075256348,13.091261232935787,12.15617003610356,12.652771335400052,147946692
2000-03-17,12.407113075256348,12.407113075256348,12.407113075256348,12.407113075256348,0
2000-03-20,12.407113075256348,12.407113075256348,12.407113075256348,12.407113075256348,0
2000-03-21,12.568249702453613,12.82711648927061,12.024100689787183,12.615795799324168,95762643
2000-03-22,12.858810424804688,13.128243879149277,12.742584782207473,12.94333867802308,69064318
2000-03-23,12.729381561279297,12.98560667036246,12.602589143706435,12.956549545484966,60024739
2000-03-24,12.710888862609863,12.835038161329301,12.555040759690069,12.63692592691324,36941526
2000-03-27,13.727863311767578,13.727863311767578,12.83767923913077,12.83767923913077,58001578
2000-03-28,14.826725959777832,14.826725959777832,13.899559742333292,13.899559742333292,98405624
2000-03-29,14.332768440246582,15.315404526188466,14.211259418977892,15.045972460701382,143934962
2000-03-30,15.479179382324219,15.479179382324219,13.64597994560675,14.211260984098944,240432206
2000-03-31,16.718036651611328,16.718036651611328,14.79766929409465,15.690493559737464,275945423
2000-04-03,17.359926223754883,17.629359728524488,16.805211927716563,17.309738445986312,299036394
2000-04-04,15.973137855529785,17.222567179980995,15.973137855529785,17.222567179980995,189486468
2000-04-05,15.96785831451416,16.48295019955992,14.69993841709116,16.02861142490168,352720260
2000-04-06,17.635211944580078,17.651432904324828,16.35913903962056,16.38347120138886,227418526
2000-04-07,19.046463012695312,19.046463012695312,17.832571556764687,17.832571556764687,163657523
2000-04-10,19.71153450012207,20.546929183539785,19.43847611138841,20.00081385037498,309647520
2000-04-11,19.127567291259766,19.411439136039657,18.735553309891518,19.35736734559432,136676715
2000-04-12,18.27324867248535,19.46551171261691,18.08129798288668,19.3032992112986,241770257
2000-04-13,16.813331604003906,17.902858224102957,16.813331604003906,17.902858224102957,3153974
2000-04-14,16.813331604003906,16.813331604003906,16.813331604003906,16.813331604003906,0
2000-04-17,16.134740829467773,16.264511362452648,15.469668653297758,15.469668653297758,223113571
2000-04-18,16.223957061767578,16.70248315899389,15.896827019984807,16.064446918390267,122899571
2000-04-19,17.02420997619629,17.521662371337527,16.3888787008093,16.63760489837992,228183965
2000-04-20,18.262434005737305,18.38679710799365,16.721413897975427,16.924179511588516,271517327
2000-04-21,18.262434005737305,18.262434005737305,18.262434005737305,18.262434005737305,0
2000-04-24,18.219175338745117,19.497951888800337,17.464887042186877,18.708516496886137,246733265
2000-04-25,17.9542293548584,18.35705683387629,16.851183877745868,17.4270387779433,221403241
2000-04-26,19.354658126831055,19.392507500011035,18.38408586756519,18.38408586756519,238053151
2000-04-27,18.68958854675293,19.78993002731978,18.292167186248662,19.508761979294746,413796521
2000-04-28,18.657146453857422,19.02753192157829,18.400309119861703,18.78961927653676,188028343
2000-05-01,18.657146453857422,18.657146453857422,18.657146453857422,18.657146453857422,0
2000-05-02,17.797422409057617,19.176229940081065,17.586547050611063,18.816659326142243,230017702
2000-05-03,17.735240936279297,18.051554671669027,16.718707831629203,17.681169150657215,192704191
2000-05-04,18.232694625854492,18.543602385771855,17.89745614741081,17.89745614741081,158631859
2000-05-05,18.132661819458008,18.467901707718877,17.740647853305227,18.302985497436,156073814
2000-05-08,17.518962860107422,18.22188476664827,17.42704310301973,17.897459715722558,82504670
2000-05-09,17.754167556762695,17.943415938395464,17.216162041617658,17.38378199551233,85940035
2000-05-10,17.5865478515625,18.108330970055828,17.481109445386046,17.84338380974423,93165917
2000-05-11,17.12694549560547,17.521661761728062,16.978250240178603,17.521661761728062,90033846
2000-05-12,17.080982208251953,17.437849031717413,16.940398176798706,17.281044043616113,57913070
2000-05-15,17.275634765625,17.556802799056605,16.57271323774406,16.872807403633455,81188494
2000-05-16,17.162090301513672,17.405409010592273,17.032319745617524,17.302674348250047,43882418
2000-05-17,17.24049186706543,17.75686888449703,17.099907827969812,17.351336280437863,109270328
2000-05-18,16.76737403869629,17.28915715190424,16.60516155216098,17.19453368285943,75382294
2000-05-19,17.06476402282715,17.251307221026448,16.61327223104114,16.653823907095596,111574963
2000-05-22,16.894439697265625,17.13505467632709,16.70789506185661,16.924177880768685,43662227
2000-05-23,17.0188045501709,17.086392125660925,16.680860895511127,16.886330244694012,58389850
2000-05-24,16.910661697387695,17.189127522887905,16.76196643780811,16.959326020683516,56605367
2000-05-25,16.913362503051758,17.183717079760143,16.821441340364025,16.88632661209029,36653287
2000-05-26,17.1107177734375,17.194527721664873,16.816032532404286,17.0215018033549,49082689
2000-05-29,18.354351043701172,18.78691810388852,17.194531615558482,17.221567508164625,165326988
2000-05-30,18.589561462402344,18.700405886707934,18.227287116526718,18.424645248594338,79692753
2000-05-31,18.594966888427734,19.292481053140847,18.49763825573129,18.97886961909015,118366163
2000-06-01,18.340837478637695,18.703111868045493,18.175921245012766,18.497642509571897,75363108
2000-06-02,18.24620819091797,18.7085133780943,18.065069609601814,18.54630093036211,81875438
2000-06-05,18.340837478637695,19.024834576907097,18.1894384718615,18.259731228940353,151857297
2000-06-06,18.31920623779297,18.538194233811396,18.173214721881433,18.275949385352344,54887782
2000-06-07,18.27324867248535,18.62200583918021,18.181328929079474,18.37868708720275,52545769
2000-06-08,18.430055618286133,18.65444968043664,18.289471543188494,18.37868755460097,64426688
2000-06-09,18.448974609375,19.070789984161628,18.33272273490266,18.48682398970078,172161391
